sample_id,record_id,machine_model,q1_value,q1_confidence,q2_value,q2_confidence,q3_value,q3_confidence,q5_value,q5_confidence,q6_value,q6_confidence,q7_value,q7_confidence,q8_value,q8_confidence,q9_value,q9_confidence,q4_bleeding,q4_smoke,q4_occlusion,q4_confidence
HR0235,site2/train/video7frame087,gpt-4o-mini,nephrectomy (robot-assisted),0.95,kidney (parenchyma),0.9,robotic camera,0.9,clear,0.9,no,0.95,yes,0.9,no,0.9,none,0.95,yes,no,no,0.85
HR0236,site2/train/video7frame097,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,blurry,0.6,no,0.9,no,0.7,yes,0.8,none,0.9,yes,no,yes,0.8
HR0237,site2/train/video7frame104,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,blurry,0.6,no,0.9,no,0.7,no,0.8,none,0.9,yes,no,no,0.8
HR0238,site2/train/video7frame129,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.8,none,0.9,yes,no,no,0.8
HR0239,site2/train/video7frame132,gpt-4o-mini,other abdominal procedure,0.6,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0240,site2/train/video7frame146,gpt-4o-mini,nephrectomy (robot-assisted),0.9,kidney (parenchyma),0.9,robotic camera,0.9,mixed,0.6,no,0.9,no,0.8,yes,0.7,none,0.9,yes,no,yes,0.8
HR0241,site2/train/video9frame012,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0242,site2/train/video9frame020,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.8,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0243,site2/train/video9frame055,gpt-4o-mini,renal/kidney-focused procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,yes,no,no,0.8
HR0244,site2/train/video9frame064,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0245,site2/train/video9frame078,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.8,no,0.9,none,0.9,no,no,no,0.9
HR0246,site2/train/video9frame099,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,clear,0.8,no,0.9,yes,0.9,no,0.8,none,0.9,no,no,no,0.9
HR0247,site2/train/video9frame116,gpt-4o-mini,other abdominal procedure,0.8,other abdominal soft tissue (peritoneum/mesentery/fat),0.7,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0248,site2/train/video9frame131,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.9,robotic camera,0.9,clear,0.9,no,0.9,yes,0.9,no,0.9,none,0.9,no,no,no,0.9
HR0249,site2/train/video9frame136,gpt-4o-mini,other abdominal procedure,0.7,other abdominal soft tissue (peritoneum/mesentery/fat),0.6,robotic camera,0.9,blurry,0.8,yes,0.7,no,0.6,yes,0.7,none,0.8,yes,yes,yes,0.6
HR0250,site2/train/video9frame138,gpt-4o-mini,renal/kidney-focused procedure,0.8,covered kidney (fat/fascia-covered kidney),0.7,robotic camera,0.9,blurry,0.6,yes,0.5,no,0.6,yes,0.7,none,0.9,no,no,no,0.9
